sent,label
#菲军舰恶意撞击#又他妈一个猴子,1
#菲军舰恶意撞击#搞死它死菲佣,1
我们的军队是摆设吗？,1
#菲军舰恶意撞击#很是气愤，这么小的国家也敢欺负中国，太嚣张了，端了它！,1
#菲军舰恶意撞击#肯定又是谴责了，中国政府还能干什么？,1
泱泱中华，被人欺负的跟个瘪三似的，悲哀！,1
瞧瞧你的这帮不孝的兔崽子啊！,1
可悲啊……,1
#菲军舰恶意撞击#不是ZF无能，也不是人家狡诈，是我们的国民素质教育低下了！,1
你们都吃饱撑的？！,1
当中国人都是傻子吗？,1
#菲军舰恶意撞击#中国人的尊严何在？,1
连菲律宾、越南这些蛮夷小国都敢欺负我们，政府为何不能强硬一些，学学我们的邻居俄罗斯，看看人家！,1
#菲军舰恶意撞击#麻痹蛋丸之国也这么嚣张,1
就连菲律宾这样的小国都敢在老虎头上拨毛：太嚣张了。,1
知道中国政府财大、气粗、胆子小。,1
#菲军舰恶意撞击#.小菲，老鼠，来吧！,1
你会比它更惨...,1
我想吐槽，但你们不是人，还是算了吧，哼,1
小样！,1
#菲军舰恶意撞击#菲 不能再让你飞一会了、、、真是嚣张得不行,1
#菲军舰恶意撞击#软弱的政府!,1
好战的国民!,1
TMMD，军委主席吃屎去了么？,1
#菲军舰恶意撞击#虽说中国还不够强大，但不要用君子行为对小人。,1
越来越差劲了…,1
#菲军舰恶意撞击#这种国家就是没有出息，只知道为别家卖批到时候还要别家数钱，我种国家就是垃圾，国际的败类，嗨真为这些垃圾叹气,1
#菲军舰恶意撞击#东亚病夫！！！,1
我们国家太懦弱了。。。,1
菲律宾大裤衩子都这么嚣张！,1
中国母亲，你太软弱了！,1
菲真是一条狗,1
#菲军舰恶意撞击#连菲佣这种破国家都欺负中国。,1
不争气的中国啊！,1
#菲军舰恶意撞击#打他个狗日小菲，王菲也要打,1
都挺不起来！,1
#菲军舰恶意撞击#丢脸！,1
没用的国家,1
#菲军舰恶意撞击#菲律宾真贱,1
#菲军舰恶意撞击#懦弱的中国政府，被这小国家骑到了头上，中国政府发展了经济丢失了刚硬。,1
#菲军舰恶意撞击#窝囊的糊禁逃崽子，我日泥码,1
#菲军舰恶意撞击#中国，已很让国人失望。,1
#菲军舰恶意撞击#中国在对外就和孙子一样，就会欺负自己人，空军能让美国撞，渔船就能让菲律宾小鬼撞，中国要是不禁枪哥们非让他知道华夏子孙是不好惹的,1
毕竟是中国最黑的党～共产党在执政，持强凌弱……,1
无论政府有怎样的深谋远虑，国人受欺负，就是你们的无能…,1
#菲军舰恶意撞击#hu这狗日的怕是第二个布什,1
#菲军舰恶意撞击#中国军队无能懦弱，什么都听上面的，*,1
#菲军舰恶意撞击#对于中国政府.垃圾.腐败.还很孙子.作为中国人.被欺负.习惯习惯就好,1
#菲军舰恶意撞击#蛋痛的中国人，不痒的政府,1
#菲军舰恶意撞击#现在的中国就是当年晚清，怂包软蛋的官员,1
#菲军舰恶意撞击#中国是时候强硬起来了，不应只停留在懦弱谈判。,1
#菲军舰恶意撞击#胡××还是不行阿～对于美国人不能过于软弱，惩戒一下菲律宾给美国人看看～,1
#菲军舰恶意撞击#就是中国太懦弱了，什么人都敢欺负到头上,1
#菲军舰恶意撞击#菲律宾是无懒小国，占我领海欺我鱼民，请问我们军队在干吗？,1
我们海军在干吗？,1
#菲军舰恶意撞击#中国的领导层太软弱啦，还大国呢！,1
丢人。,1
#菲军舰恶意撞击#中国人民是不可战胜的！,1
#菲军舰恶意撞击#国家的耻辱,1
#菲军舰恶意撞击#中国，还是无法摆脱百年传统的软弱。,1
#菲军舰恶意撞击#小小菲律宾都敢动你中国,1
#菲军舰恶意撞击#这种事怎么这么平常了。,1
媒体都干嘛去了？,1
这不是一个人的病 而是社会,1
#菲军舰恶意撞击#共产党下台,1
#菲军舰恶意撞击#现在的中国太软弱了不知道什么时候能硬起来,1
#菲军舰恶意撞击#中国现在太窝囊了，要是毛爷爷邓爷爷在，什么越南菲律宾，早TM滚蛋了,1
#菲军舰恶意撞击#都几年了，菲律宾屡屡挑衅，外交部除了抗议还有什么，丫的，太懦弱了！,1
我感觉越来越失望了,1
#菲军舰恶意撞击#中国的那群老东西够软蛋  怕了是薄  怕搞乱你们美好的回忆？,1
老了就滚回去报孙子   别让全国人民吐你们口水！,1
#菲军舰恶意撞击#呵呵，谁叫我们国家政府是软蛋呢…,1
#菲军舰恶意撞击#我们不能再软弱了，中华雄狮起来啊！,1
#菲军舰恶意撞击#草  国家在干吗   就让他那么的挑衅,1
#菲军舰恶意撞击#小菲你真不要脸，你TMD給我听好了，中国做为世界第一文明大国不給你，你说你连一个文明人你都欺负，你TMD还是人吗？,1
不是中国不打你，你p大点的国家，中国怕别的国家说中国已大欺小，你TMD知道了吗？,1
你在拽小心外星人揍你。,1
#菲军舰恶意撞击#所有爱国人士都应该对政府军队的软弱给予强烈的谴责，国家是人们的国家，不是几个人的国家，对于关乎全国人民利益的大事件，人们应该有权力表达意愿。,1
#菲军舰恶意撞击#中国 秧秧大国 灭掉蛋丸之地的菲律宾 。,1
#菲军舰恶意撞击#习惯了中国外交的道貌岸然.真他爹的窝囊…,1
中国是礼仪之邦。,1
肯定是态度强硬。,1
行动软弱。,1
#菲军舰恶意撞击#南海舰队何在?,1
#菲军舰恶意撞击#MD，干掉他姥姥，小菲子！,1
#菲军舰恶意撞击#政府就会以规章节制穷老百姓，官员自己贪污受贿，有钱人肆意妄为！,1
#菲军舰恶意撞击#都是狗熊，只会欺负百姓，不会对付外侮，早晚倒台……,1
你还要窝囊到什么时候…,1
难道等到人家刀架到你脖子上才知道反抗么,1
#菲军舰恶意撞击#中国的兵，就是好，天天上课，就是没毕业考试过…,1
国防部真的该解散了,1
家门口都被欺，真想不通，还说中国说超级大国，超级大笨国！！！！,1
#菲军舰恶意撞击#中国总是那么软弱,1
#菲军舰恶意撞击#中国政府缺钙了，哈哈哈哈哈……,1
#菲军舰恶意撞击#无能政府，庸官下台，,1
#菲军舰恶意撞击#我建议：反、供，这政府太无能了，不如一个国民党现在，推翻了，谁起个头，,1
#菲军舰恶意撞击#弱国无外交，前一段时间是小日本，这两天泰国、缅甸，这回菲律宾，中国的领导好脾气啊！,1
中国政府太无能了,1
#菲军舰恶意撞击#中国共产党什么都好，就是在被欺负的时候话都不敢说！,1
#菲军舰恶意撞击#菲国真是欺人太甚，根本就是流氓行为，说什么小意外，在南海，菲国有什么资格检查我国的渔船，就凭他开艘炮艇吗？,1
#菲军舰恶意撞击#共产党对外就是忍者神龟,1
#菲军舰恶意撞击#菲狗你不要太消张了,1
#菲军舰恶意撞击#小菲，你丫的找国人费了你呢，明天炮轰它们，说演习呢，没看见那块小地方还有人，只看见一群猪,1
中国人民军队在干嘛呀？,1
#菲军舰恶意撞击#政府把东亚病夫演绎得淋漓尽致…,1
#菲军舰恶意撞击#中国这一代领导人太无能了，虽然这是美国蓄意挑拨,1
#菲军舰恶意撞击#中国快完了共产党下台吧,1
#菲军舰恶意撞击#中国政府阳萎了。,1
#菲军舰恶意撞击#中国政府太软弱了！,1
最近发生的一些是让人太窝火了！,1
#菲军舰恶意撞击#中华民族真悲哀！,1
#菲军舰恶意撞击#我们又回到了腐败无能的清朝时代了,1
中国就他妈的孬种，吊人一个，国防都防自己人，你他妈国防能做点正事吗？,1
能干点人事阿？,1
你他妈怕死，别连累别人阿，吊炮吊飞机在那都生锈了，你不会发给国人阿。,1
说你鸟人怕死，你他妈说这说那，你他妈吃屎去吧。,1
#菲军舰恶意撞击#中国老这么软弱干吗的？,1
#菲军舰恶意撞击#高层领导，你们晚上能睡着吗，中国人的尊严快被你们当官做没了,1
#菲军舰恶意撞击#软弱的共产党，死去吧。,1
#菲军舰恶意撞击#大势以去，共产党完咯。,1
#菲军舰恶意撞击#敢做不敢当的小鳖三。,1
#菲军舰恶意撞击#以后在出海把中国国旗扯下来，挂老美的，中国政府太软蛋了！,1
#菲军舰恶意撞击#TNND    中国政府什么时候也强硬一回啊！,1
#菲军舰恶意撞击#中央那些领导都去死吧！,1
#菲军舰恶意撞击#对外软弱无能，对自己人心狠手辣，这就是中国政府永远无法改变的实事。,1
我们的政府不够强硬，每次都是强烈抗议，别人鸟你么？,1
#疯狂的大葱#疯狂的不是葱，是我们的政府。,1
有了这样的世道，有什么不能疯？,1
多气派～,1
#疯狂的大葱#都是两会代表体验生活惹的祸，说物价便宜现在好了会议以闭幕，这边落那边涨，这一切都是正常的一切都在操作中！,1
#疯狂的大葱# 蔬菜家族 以后会越来越疯狂的  我们马上就什么也吃不起了,1
#疯狂的大葱#和公务员的工资比，这点算什么，和吃公款的比，只不过不到九牛一毛，可怜、可惨的农民人,1
#疯狂的大葱#夸张了吧！？,1
贵点应该…,1
#疯狂的大葱# /惊讶简直太疯狂啦,1
#疯狂的大葱#还真够黑的……,1
净吹牛!,1
这不坑老百姓吗!,1
还讲诚信-政府先不讲诚信-还让百姓讲i,1
#疯狂的大葱#啊  真让人大脑 葱 血,1
#疯狂的大葱#物价局吃干饭.该出来管管了.天天座地不动能了解到多少?,1
物价瞎涨.就工资不涨.,1
#疯狂的大葱#十块钱买两根葱，我要是在那样的物价环境中生活，估计早饿死了！,1
太坑爹了吧，如今的中国是怎么了？,1
#疯狂的大葱#价格暴涨啊……,1
#疯狂的大葱#比肉都贵了,1
#疯狂的大葱#以后不吃葱了,1
#疯狂的大葱#什么价格都涨，咋就没有看到工资涨！,1
#疯狂的大葱#太夸张也没那么凶,1
#疯狂的大葱#据说十元买两根，什么都涨价，还让不让人活了啊，都“辟谷”得了,1
#疯狂的大葱#哪有这么贵的啊，给我我都不看一眼,1
#疯狂的大葱#不喜欢吃,1
#疯狂的大葱#中国：吃有毒的奶粉，用臭沟里油，买10元两根葱、炒病死猪肉，喝有致癌饮料，住豆腐渣的房，走山体滑坡的路，过洪水淹着的桥，上微薪水的班，坐报废的车，读无黑板学校，写没有笔的字，娶买来的老婆，养拐来的娃，存不翼而飞的款，取真假不知的钱，供一群腐败的官。,1
我们还没死，活不起！,1
#疯狂的大葱#目前的中国经济就好像一颗大葱;看着挺直，如果储存管理不当，被霜冻一打，立马萎缩。,1
#疯狂的大葱#真是坑他老祖宗呢，你给我十块钱，我给你五根,1
#疯狂的大葱#主要的还是赚钱太少啊。,1
#疯狂的大葱#只有劳动力最廉价,1
#疯狂的大葱#还挺‘疯’的,1
#疯狂的大葱#10元现在已经卖不到什么了，伤感啊,1
人民币不值钱了能不涨吗？,1
自己问党去,1
#疯狂的大葱#十块钱两根，以前吃煎饼果子是拼命放葱花，现在吃是拼命放鸡蛋。,1
#疯狂的大葱#差不多，我妈买了一根四块钱，跟我说的时候我都觉得震了！,1
#疯狂的大葱#物价不想让人们过日子了……,1
#疯狂的大葱#可不嘛 食堂都暴涨,1
#疯狂的大葱#葱要比肉贵了，以后改吃面了，不要加葱,1
#疯狂的大葱#悲催的社会,1
#疯狂的大葱#这么狠，不是坑人吗,1
#疯狂的大葱#这日子可真是没法过了，今天炒绿豆，明天炒大蒜，现在大葱又被炒上了，下一个是谁呢？,1
#疯狂的大葱#好坑爹啊！,1
#疯狂的大葱#哎 物价我同意你涨 你能带同 工资一起吗？,1
#疯狂的大葱#什么都涨，就工资不涨。,1
#疯狂的大葱#无视，家里就土地多随便种点够吃的！,1
#疯狂的大葱#蒜葱狠,1
#疯狂的大葱#拉去枪毕  让他涨价，害老白姓,1
#疯狂的大葱#如今的物价太吓人了!,1
中国的工薪族，还能活吗?,1
商人嘛，挣了一元还想挣十元，永远不会满足。,1
他才不会管你什么民生，什么国家利益，什么社会稳定。,1
#疯狂的大葱#只听到涨的，没听到跌的，涨涨涨，到最后就剩下RR不值钱了,1
#疯狂的大葱#大葱贵！,1
#疯狂的大葱#葱疯头了,1
#疯狂的大葱#穷人话多，葱上张与种葱的农民有什么关系，不知道就不要瞎说，最冤的是农民，自己种的都舍不得吃，,1
#疯狂的大葱#现在的工资只能吃什么呢?,1
#疯狂的大葱#老家的葱涨钱了！,1
#疯狂的大葱#真是天价，比房子还贵,1
这到底是什么社会.....,1
#疯狂的大葱#这一切都太可怕了,1
#疯狂的大葱#物价主管部门干什么去了？,1
#疯狂的大葱#大葱价格不稳定，一年里可能就是很短的时间可能值点钱，很多的时间里，我们买的时候，还是便宜的，所以种的人少了，再说今年多冷呀，贵一点也是情有可缘的吧！！！！,1
#疯狂的大葱#北京卖葱的都坑人，还是家里的大葱便宜,1
#疯狂的大葱# /惊恐这样不正常的事情  物价局。。。。。~~~,1
#疯狂的大葱#真是疯狂的世界啊,1
#疯狂的大葱#基本的民生问题都解决不了，中国啊中国,1
#疯狂的大葱#涨涨涨，涨你妹啊涨,1
#疯狂的大葱#青菜都快买不了了，都不敢吃青菜了…………,1
一个字啊“贵”。,1
#疯狂的大葱#用一天的工资买了锅，可买不起菜！,1
用一个月工资买了手机，可绞不起话费！,1
用一年的工资买了车，可用不起油！,1
用五十年工资买了房子，可交不起管理费！,1
#疯狂的大葱#都他妈RMB惹的货。。。,1
#疯狂的大葱# 疯狂，以前去菜市场买菜，摊主都“送你葱”，而今天一般都不送葱了。,1
#疯狂的大葱#政府为什么不打击这种恶意的炒作？！！,1
这并不是单纯的商家炒作！,1
#疯狂的大葱#这个现在看来很正常，关键是要查清到底是物价上涨得离谱还是大葱给炒得离谱。,1
#疯狂的大葱#我以后实习还没有工资发的，以现在的物价看来，我以后是不是会饿死呢？,1
#官员财产公示# 纯属作秀  走个形式,1
#官员财产公示#只当它是个带响的屁,1
#官员财产公示#廉洁人是不能做官的  就是廉洁监理都是被甲方和施工方看不起的  你说财产公示能有投诉吗,1
#官员财产公示#大家不要抱任何幻想，只是个笑话,1
#官员财产公示#  别扯蛋了，蛋疼。。。,1
#官员财产公示#中国的高层都他妈是装，真不知道你们的各级领导有多贪吗，还零投诉呢，真是掩耳盗铃,1
#官员财产公示#除了党信，再可能就是小鬼信了。,1
#官员财产公示#你们还会在乎百姓的看法吗？,1
#官员财产公示#得瑟什么，这事悬！,1
#官员财产公示#这是个冷笑话么？,1
#官员财产公示#明摆着是骗傻子的。,1
这不是下边叫唤得不行了，才弄出个这玩意，让畜生公示？,1
哎呀，别笑死洒家了！,1
#官员财产公示#官员财产公示难再一次印证：第一，靠拥有权力者革自己的命、监督约束自己的权利基本就是扯淡。,1
第二，即便官员财产公示制度顺利施行，老百姓没有监督权，官员不向老百姓负责而只对上负责，财产公示就还是摆设。,1
第三，社会从上到下对腐败零容忍的氛围缺乏，腐败就就继续拥有深厚的土壤。,1
#官员财产公示# 公开的只是明的，暗的有谁知道呢！,1
#官员财产公示#在职的官员财产可以公开，不在职的七大姑，八大姨财产没义务公开，到时玩个李代桃僵，还不是照样我行我素！,1
所以就不用搞那么多欺人的花样，百姓已经懒得理会你是不是脱了裤子放屁了!.,1
#官员财产公示#一介草民不谈政治，官不贪那九不叫官了。,1
#官员财产公示#非常欢迎，至少可以对比一下和官员的工资差别有多大，能知道收入的变化，也就能发现问题所在。,1
#官员财产公示#  政府这样不行,1
#官员财产公示#国家公职腐败上上下下、深根蒂固。,1
"晒财产在廉政建设中虽然可行，但让公权力在握的贪官污吏们\""晒\""自己的罪恶，恐怕只能让\""公示\""流于形式或难产！",1
归根结底，还是制度问题：民权是一句空话！,1
民众对政府职能部门缺乏有效的监督机制，致使公权力暴走、部分人有侍无恐，腐败恣虐！,1
#官员财产公示#谁会傻到自己名义有几套房，早就转转到小三的裤腰里了,1
#官员财产公示#我看是红黑不分家，倒霉的只有百姓！,1
#官员财产公示#现在好人还能当官？,1
不贪能当官？,1
反正我不信有当官不贪的，一个村长都贪更不用说比村长大的了,1
#官员财产公示#有个故事叫掩耳盗铃,1
#官员财产公示# 你拍一我拍一一个官员坐飞机  你拍二我拍二两个官员在相斗  你拍三我拍三三个官员抱金砖  你拍四我拍四四个官员不识字  你拍五我拍五五个官员人人唬  你拍六我拍六六个官员国外溜  你拍七我拍七七个官员穿囚衣  你拍八我拍八八个少爷官爸爸 你拍九我拍九九个官员茅台酒,1
#官员财产公示#不要骂，不要闹贪官也是人，他贪点也好，他玩也行，只要能为老百姓办点实事就行！！！！！！！,1
#官员财产公示#呵呵呵，很多天朝官员全体家人都拿了人家美帝绿卡了，一切皆畅通无阻！！,1
你说神马财产公示是不是很滑稽可笑之至？？？,1
#官员财产公示#纵向比起来还算有进步，不管是真是假，毕竟迈出去了这一步，但和西方国家比起来还需进一步透明。,1
#官员财产公示#就算公示到底有多少是真的？,1
再说了，就算知道内幕，谁又敢去投诉啊？,1
#官员财产公示#造假的人实际太多了！,1
#官员财产公示#不是没意见，只是不敢说．．．．．．,1
#官员财产公示#一粒定心丸，定了你的心，贪官终是贪官，那些只是小事，蒙骗群众的眼睛,1
#官员财产公示#是官员为公民服务还是公民服务官员、、、,1
#官员财产公示#当官不贪污，他这官就没有办法当，当不了大官，就没有钱往上送，官就当不大，当不长，所以查中国贪官一般是查不下去的，就结案了，官员财产公示，作秀吧了，,1
#官员财产公示#这就是悲唆的中国，靠什么才能改变.,1
#官员财产公示#忽悠，接着忽悠！,1
#官员财产公示#每年清明得给官员烧香，你们都是财产的老祖宗---动不得！,1
俺们纳税人的皮可以养一阵子，要不，又得被驴们按住一层一层的揭...,1
#官员财产公示#不明真相，怎会有人投诉？,1
#官员财产公示#很明显都假的，只要你给老百姓办实事，贪污点无所谓,1
#官员财产公示#经济最虚，食品最毒，官员最贪，城管最烂，外交最弱，军事最熊，房价最高，医药最贵，假货最多，污染最重，工人最苦，农民最穷，物价最高，工资最低， 口号最响，实干最少，官员财产最多。,1
#官员财产公示#又做了悲哀的落后的中国人！,1
惨！……,1
#官员财产公示#中国的官都是靠关系跑出来的，没有灰色收入怎么跑官和保官，这样的体制也是难为了他们。,1
官还是有钱人去做。,1
#官员财产公示#乌鸦一样黑，无语,1
#官员财产公示#作秀。,1
这就是典型的往脸上贴金。,1
又想当婊子又想立牌坊。,1
恶心!!!,1
#官员财产公示#有用么？,1
装13,1
#官员财产公示#有这态度是对的。,1
不要急改革得一步一步来，共产党就怕“认真”两个字，一认真起来就没有办不到的事。,1
#官员财产公示#把父母和子女等直系亲属和他们的的财产都公示了，那才叫真正公示,1
#官员财产公示#公示的能有多少;有意思吗?,1
三岁的孩子都知道公示的只是很小的一部分……,1
#官员财产公示#用黄陂话说就是“日大侠”，这件事本身就是以“皇帝的新衣”作剧本。,1
#官员财产公示#有人信吗？,1
如果是真的，那焦裕禄都能活过来；,1
#官员财产公示#为了惩治腐败，官员财产公示总比不公示要好一些。,1
那些二等老实贪官可能要落网。,1
#官员财产公示#相信公布的也不可信，除非每一个地方由民间成立廉洁机构，让老百姓监督，可以有权利查银行等机构。,1
#官员财产公示#中国现在的社会，感觉就像旧社会的一个大地主压迫剥削着我们一样！,1
累死累活的为了讨生活，还要养着那些就知道剥削的地主，挨打受欺的却还是我们！,1
#官员财产公示#没价值的课题不讨论！,1
#官员财产公示#开 开玩笑吧,1
#官员财产公示#在咱老百姓的心中，就真的只有朱镕基总理算得上是个好官了，他曾经拉下马了几个像云南李嘉廷省长这样的巨贪，功不可没呀。,1
#官员财产公示#表面工夫谁不会做,1
#官员财产公示#公示的有意思吗？？,1
表面文章！,1
#官员财产公示#没有好的制度什么都是空的,1
#官员财产公示#我已经开始把这个新闻当做“掩耳盗铃”成语的现代版，教我儿子了！,1
感谢政府能给与我这么好的例子教育下一代。,1
备注：脱了裤子放屁，整个多此一举嘛！,1
不管你信不信，反正没人信。。,1
#官员财产公示##新手报到#全是放它良的屁，说快活话骗骗老百姓。,1
现在的政府官员有不贪的吗？？？,1
反正老子不信。,1
孔子，孟子也不会信。,1
#官员财产公示#不管你信还是不信，反正我是不相信的。,1
#官员财产公示#可恶   傻子也不信,1
#官员财产公示#是不是说笑话啊，谁又写了一部中国的《天方夜谭》，让村干部公示都不可能，更何况比他们大的官呢。,1
#官员财产公示#支持！,1
/强,1
#官员财产公示#有再大的困难，也要推行官员财产申报公示制度，这是建设廉洁政府的有效办法，现在的三公公开也只是序幕，因为这是二十一世纪国家管理之潮流和方向！,1
#官员财产公示#这你们也信呀，统治者就喜欢你们这样天真又容易懵到的公民，以后类似的公示想想再发言吧。,1
#官员财产公示#假、假，但为什么会没有结果呢，中国的公民真的是那么软弱无能吗,1
#官员财产公示#让官员财产公布，不如让公鸡下蛋来得容易些。,1
可能吗？,1
#官员财产公示# 脱了裤子放屁,1
#官员财产公示#生在中国有点可悲,1
#官员财产公示#无聊，根本没必要！,1
不看都知道！,1
#官员财产公示#公开了银行里的，，藏在床底下的谁知道啊！！！,1
#官员财产公示#公示是好事！,1
但可信度有多少？,1
根本就没人信！,1
哄三岁小孩呀！,1
#官员财产公示# 公示了有能怎么样，还不是照样的贪，又不实行。,1
#官员财产公示#官员财产公示是一大进步，反腐倡廉已提上议事日程，虽然效果甚徽，但毕竟引起了重视。,1
政策是好的，可贯彻下来却变了味，走了形，监督机制很重要，要想真正落实到位，还需大家共同努力,1
#官员财产公示#总算是前进了一点，就是距百姓的愿望还很远,1
#官员财产公示#不知道是执政者弱智还是媒体弱智，难道都把老百姓当弱智了？？？,1
伤不起啊！！！！,1
#官员财产公示#有个鬼用，公示出来的也要有人信吖？,1
#官员财产公示#无非就是走过场，这种事多了，谁信？,1
#官员财产公示#很好啊，说明我们国家官员很清廉为人民服务的。,1
#官员财产公示#有多少真实信呢？,1
我很傻很呆也很不相信官员门公布的个人财产，在这里还有诚信度存在？,1
#官员财产公示#作秀，老百姓很难监督。,1
#官员财产公示#现在还有不贪污的领导吗？,1
不贪污能当领导吗？,1
不走后门谁提拔你，真要查没一个干净的。,1
贪没贪我们百姓心里有数，老百姓只是怕趟这趟浑水小心惹来杀身之祸还不知道是谁干的，政府对我们的生命安全是没有保障的。,1
#官员财产公示#第一..公示本身就没有啥意义。,1
第二..还投诉呢？,1
#官员财产公示#继续继续做秀吧，反正老百姓早已麻木了，，，疯子做秀把百姓当傻子，，，不知道是谁愚弄了谁,1
#官员财产公示#作秀，老百姓很难监督.具有中国特色的财产公示.,1
#官员财产公示# 零投诉正是执行效果不好的表现。,1
#官员财产公示#装，又在那装，掩耳盗铃真的有很有意思么？,1
#官员调研#出发点不错，支持！,1
#官员调研#一个字儿，都是装逼的！,1
#官员调研#太好了，有些当官能这样做，就说明中国有救了。,1
古往今来不都是这样做的，这样才能真正了解事实情况呀，证实找到再亮身份，有劲，给你力呀……！。,1
#官员调研#省长水平之高,1
#官员调研#当前的社会的官场跟封建时代差不多，官官相互，它们谁还管老百姓死活，有些官员甚至是黑社会老大。,1
官场大量存在吃喝嫖赌，它们是黑社会的代言词了。,1
呵呵。,1
记者在一定时期也可能被官方收买的，我们期待着。,1
#官员调研#让贪污腐败来的更猛烈些吧！,1
先在的官员要多黑有多黑可能吗?,1
赞！,1
#官员调研#有鸡蛋，我砸你一箩筐！,1
有病啊！,1
#官员调研#调研多是走过场，下面做给上面看，也可理解为上面体恤下面难处，互相忽悠，或者说是互相给面子！,1
#官员调研#因为现在官员大多都是贪官，中国的毒瘤,1
#官员调研#就这样，人被搞虚伪了，社会被搞浑了，政府没有公信力了。,1
#官员调研#坑尼马的谍啊！,1
尼马贪官污吏也是有苦衷的嘛？,1
#官员调研#这是好事。,1
#官员调研#官员调研借记者之名，这馊主意不错，至少说明我们的官员很有自知之明，知道自己是多么多么不受百姓爱戴。。。,1
#官员调研#这样好啊。,1
山东又更上一层楼了。,1
#官员调研#恩，这样更好！,1
#官员调研# 前几日看一电视剧《康熙微服私访记》里面有一段颇多感慨，就是贩茶叶的那段，剧情很俗套，反映的却是很实在，不知道是否还有博友看过……,1
#官员调研#黑幕啊，赤裸裸的！,1
#官员调研# 现在除了中央政治局的人没有问题，别的都是贪官污吏。,1
#官员调研#危险啊，这说明现在的政府和老百姓是处于对立的状态，因为老百姓不愿也不敢对官员说真话。,1
尊敬的姜大明省长耶，快给我拉倒吧！,1
你以为你是康熙呀，让满腹肚腩的官下基层，还要冒充记者，这不是在给记者头上抹黑吗？,1
